arm,layer,cluster,dim,relation,kind,n
RN_COMM_OFF,LTB,4,dim_2,contradict,news,67
RN_COMM_OFF,LTB,4,dim_2,support,depth2_recent_search,53
RN_COMM_OFF,LTB,4,dim_2,support,news,525
RN_COMM_OFF,LTB,4,dim_3,contradict,news,3
RN_COMM_OFF,LTB,4,dim_3,support,depth2_recent_search,7
RN_COMM_OFF,LTB,4,dim_3,support,news,75
RN_COMM_OFF,LTB,4,dim_4,contradict,depth2_recent_search,8
RN_COMM_OFF,LTB,4,dim_4,contradict,news,209
RN_COMM_OFF,LTB,4,dim_4,support,depth2_recent_search,139
RN_COMM_OFF,LTB,4,dim_4,support,news,1754
RN_COMM_OFF,LTB,4,dim_5,contradict,news,52
RN_COMM_OFF,LTB,4,dim_5,support,depth2_recent_search,38
RN_COMM_OFF,LTB,4,dim_5,support,news,1066
RN_COMM_OFF,LTB,4,dim_6,support,news,1
RN_COMM_OFF,LTB,5,dim_1,contradict,depth2_recent_search,9
RN_COMM_OFF,LTB,5,dim_1,contradict,news,55
RN_COMM_OFF,LTB,5,dim_1,support,depth2_recent_search,188
RN_COMM_OFF,LTB,5,dim_1,support,news,1719
RN_COMM_OFF,LTB,5,dim_2,contradict,depth2_recent_search,1
RN_COMM_OFF,LTB,5,dim_2,contradict,news,11
RN_COMM_OFF,LTB,5,dim_2,support,depth2_recent_search,336
RN_COMM_OFF,LTB,5,dim_2,support,news,1241
RN_COMM_OFF,LTB,5,dim_3,contradict,depth2_recent_search,12
RN_COMM_OFF,LTB,5,dim_3,contradict,news,112
RN_COMM_OFF,LTB,5,dim_3,support,depth2_recent_search,144
RN_COMM_OFF,LTB,5,dim_3,support,news,1081
RN_COMM_OFF,LTB,5,dim_4,contradict,depth2_recent_search,3
RN_COMM_OFF,LTB,5,dim_4,contradict,news,46
RN_COMM_OFF,LTB,5,dim_4,support,depth2_recent_search,34
RN_COMM_OFF,LTB,5,dim_4,support,news,910
RN_COMM_OFF,LTB,5,dim_5,contradict,depth2_recent_search,1
RN_COMM_OFF,LTB,5,dim_5,contradict,news,10
RN_COMM_OFF,LTB,5,dim_5,support,depth2_recent_search,54
RN_COMM_OFF,LTB,5,dim_5,support,news,856
RN_COMM_OFF,LTB,5,dim_6,contradict,news,3
RN_COMM_OFF,LTB,5,dim_6,support,news,2
RN_COMM_OFF,LTB,6,dim_1,contradict,news,98
RN_COMM_OFF,LTB,6,dim_1,support,depth2_recent_search,65
RN_COMM_OFF,LTB,6,dim_1,support,news,2066
RN_COMM_OFF,LTB,6,dim_2,contradict,depth2_recent_search,8
RN_COMM_OFF,LTB,6,dim_2,contradict,news,63
RN_COMM_OFF,LTB,6,dim_2,support,depth2_recent_search,67
RN_COMM_OFF,LTB,6,dim_2,support,news,582
RN_COMM_OFF,LTB,6,dim_3,contradict,depth2_recent_search,4
RN_COMM_OFF,LTB,6,dim_3,contradict,news,63
RN_COMM_OFF,LTB,6,dim_3,support,depth2_recent_search,81
RN_COMM_OFF,LTB,6,dim_3,support,news,1304
RN_COMM_OFF,LTB,6,dim_4,contradict,depth2_recent_search,2
RN_COMM_OFF,LTB,6,dim_4,contradict,news,91
RN_COMM_OFF,LTB,6,dim_4,support,depth2_recent_search,13
RN_COMM_OFF,LTB,6,dim_4,support,news,596
RN_COMM_OFF,LTB,6,dim_5,contradict,news,82
RN_COMM_OFF,LTB,6,dim_5,support,depth2_recent_search,145
RN_COMM_OFF,LTB,6,dim_5,support,news,5039
RN_COMM_OFF,LTB,6,dim_6,contradict,news,3
RN_COMM_OFF,LTB,6,dim_6,support,news,7
RN_COMM_OFF,LTB,7,dim_1,support,news,16
RN_COMM_OFF,LTB,7,dim_2,support,news,8
RN_COMM_OFF,LTB,7,dim_3,contradict,news,3
RN_COMM_OFF,LTB,7,dim_3,support,news,76
RN_COMM_OFF,LTB,7,dim_4,support,news,1
RN_COMM_OFF,LTB,7,dim_5,support,news,18
RN_COMM_OFF,LTB,8,dim_1,contradict,depth2_recent_search,2
RN_COMM_OFF,LTB,8,dim_1,contradict,news,100
RN_COMM_OFF,LTB,8,dim_1,support,depth2_recent_search,1
RN_COMM_OFF,LTB,8,dim_1,support,news,67
RN_COMM_OFF,LTB,8,dim_2,contradict,news,19
RN_COMM_OFF,LTB,8,dim_2,support,news,23
RN_COMM_OFF,LTB,8,dim_3,contradict,news,81
RN_COMM_OFF,LTB,8,dim_3,support,depth2_recent_search,2
RN_COMM_OFF,LTB,8,dim_3,support,news,21
RN_COMM_OFF,LTB,8,dim_4,contradict,news,140
RN_COMM_OFF,LTB,8,dim_4,support,depth2_recent_search,2
RN_COMM_OFF,LTB,8,dim_4,support,news,114
RN_COMM_OFF,LTB,8,dim_5,contradict,news,11
RN_COMM_OFF,LTB,8,dim_5,support,depth2_recent_search,12
RN_COMM_OFF,LTB,8,dim_5,support,news,149
RN_COMM_OFF,LTB,9,dim_1,contradict,depth2_recent_search,10
RN_COMM_OFF,LTB,9,dim_1,contradict,news,980
RN_COMM_OFF,LTB,9,dim_1,support,depth2_recent_search,3
RN_COMM_OFF,LTB,9,dim_1,support,news,339
RN_COMM_OFF,LTB,9,dim_2,contradict,depth2_recent_search,1
RN_COMM_OFF,LTB,9,dim_2,contradict,news,166
RN_COMM_OFF,LTB,9,dim_2,support,depth2_recent_search,7
RN_COMM_OFF,LTB,9,dim_2,support,news,134
RN_COMM_OFF,LTB,9,dim_3,contradict,depth2_recent_search,69
RN_COMM_OFF,LTB,9,dim_3,contradict,news,2209
RN_COMM_OFF,LTB,9,dim_3,support,depth2_recent_search,121
RN_COMM_OFF,LTB,9,dim_3,support,news,6477
RN_COMM_OFF,LTB,9,dim_4,contradict,depth2_recent_search,2
RN_COMM_OFF,LTB,9,dim_4,contradict,news,236
RN_COMM_OFF,LTB,9,dim_4,support,news,194
RN_COMM_OFF,LTB,9,dim_5,contradict,depth2_recent_search,1
RN_COMM_OFF,LTB,9,dim_5,contradict,news,303
RN_COMM_OFF,LTB,9,dim_5,support,depth2_recent_search,4
RN_COMM_OFF,LTB,9,dim_5,support,news,502
RN_COMM_OFF,LTB,9,dim_6,contradict,news,26
RN_COMM_OFF,LTB,9,dim_6,support,news,30
RN_COMM_OFF,LTB,10,dim_1,contradict,depth2_recent_search,33
RN_COMM_OFF,LTB,10,dim_1,contradict,news,210
RN_COMM_OFF,LTB,10,dim_1,support,depth2_recent_search,82
RN_COMM_OFF,LTB,10,dim_1,support,news,2075
RN_COMM_OFF,LTB,10,dim_2,contradict,depth2_recent_search,19
RN_COMM_OFF,LTB,10,dim_2,contradict,news,173
RN_COMM_OFF,LTB,10,dim_2,support,depth2_recent_search,163
RN_COMM_OFF,LTB,10,dim_2,support,news,1061
RN_COMM_OFF,LTB,10,dim_3,contradict,depth2_recent_search,22
RN_COMM_OFF,LTB,10,dim_3,contradict,news,15
RN_COMM_OFF,LTB,10,dim_3,support,depth2_recent_search,128
RN_COMM_OFF,LTB,10,dim_3,support,news,1171
RN_COMM_OFF,LTB,10,dim_4,contradict,depth2_recent_search,21
RN_COMM_OFF,LTB,10,dim_4,contradict,news,194
RN_COMM_OFF,LTB,10,dim_4,support,depth2_recent_search,125
RN_COMM_OFF,LTB,10,dim_4,support,news,2026
RN_COMM_OFF,LTB,10,dim_5,contradict,depth2_recent_search,23
RN_COMM_OFF,LTB,10,dim_5,contradict,news,120
RN_COMM_OFF,LTB,10,dim_5,support,depth2_recent_search,161
RN_COMM_OFF,LTB,10,dim_5,support,news,1933
RN_COMM_OFF,LTB,10,dim_6,contradict,depth2_recent_search,2
RN_COMM_OFF,LTB,10,dim_6,contradict,news,3
RN_COMM_OFF,LTB,10,dim_6,support,news,8
RN_COMM_OFF,LTB,11,dim_1,contradict,depth2_recent_search,4
RN_COMM_OFF,LTB,11,dim_1,contradict,news,103
RN_COMM_OFF,LTB,11,dim_1,support,depth2_recent_search,3
RN_COMM_OFF,LTB,11,dim_1,support,news,107
RN_COMM_OFF,LTB,11,dim_2,contradict,depth2_recent_search,7
RN_COMM_OFF,LTB,11,dim_2,contradict,news,15
RN_COMM_OFF,LTB,11,dim_2,support,depth2_recent_search,7
RN_COMM_OFF,LTB,11,dim_2,support,news,80
RN_COMM_OFF,LTB,11,dim_3,contradict,news,144
RN_COMM_OFF,LTB,11,dim_3,support,depth2_recent_search,30
RN_COMM_OFF,LTB,11,dim_3,support,news,834
RN_COMM_OFF,LTB,11,dim_4,contradict,depth2_recent_search,7
RN_COMM_OFF,LTB,11,dim_4,contradict,news,40
RN_COMM_OFF,LTB,11,dim_4,support,depth2_recent_search,16
RN_COMM_OFF,LTB,11,dim_4,support,news,366
RN_COMM_OFF,LTB,11,dim_5,contradict,depth2_recent_search,1
RN_COMM_OFF,LTB,11,dim_5,contradict,news,43
RN_COMM_OFF,LTB,11,dim_5,support,depth2_recent_search,4
RN_COMM_OFF,LTB,11,dim_5,support,news,213
RN_COMM_OFF,LTB,11,dim_6,contradict,news,16
RN_COMM_OFF,LTB,11,dim_6,support,news,1
RN_COMM_OFF,LTB,12,dim_1,contradict,news,8
RN_COMM_OFF,LTB,12,dim_1,support,depth2_recent_search,21
RN_COMM_OFF,LTB,12,dim_1,support,news,557
RN_COMM_OFF,LTB,12,dim_2,contradict,news,18
RN_COMM_OFF,LTB,12,dim_2,support,depth2_recent_search,35
RN_COMM_OFF,LTB,12,dim_2,support,news,382
RN_COMM_OFF,LTB,12,dim_3,contradict,news,14
RN_COMM_OFF,LTB,12,dim_3,support,depth2_recent_search,1
RN_COMM_OFF,LTB,12,dim_3,support,news,187
RN_COMM_OFF,LTB,12,dim_4,contradict,news,19
RN_COMM_OFF,LTB,12,dim_4,support,depth2_recent_search,2
RN_COMM_OFF,LTB,12,dim_4,support,news,319
RN_COMM_OFF,LTB,12,dim_5,contradict,news,1
RN_COMM_OFF,LTB,12,dim_5,support,depth2_recent_search,11
RN_COMM_OFF,LTB,12,dim_5,support,news,461
RN_COMM_OFF,LTB,12,dim_6,support,news,2
RN_COMM_OFF,LTB,13,dim_1,contradict,depth2_recent_search,14
RN_COMM_OFF,LTB,13,dim_1,contradict,news,2281
RN_COMM_OFF,LTB,13,dim_1,support,depth2_recent_search,10
RN_COMM_OFF,LTB,13,dim_1,support,news,4368
RN_COMM_OFF,LTB,13,dim_2,contradict,depth2_recent_search,3
RN_COMM_OFF,LTB,13,dim_2,contradict,news,274
RN_COMM_OFF,LTB,13,dim_2,support,depth2_recent_search,6
RN_COMM_OFF,LTB,13,dim_2,support,news,564
RN_COMM_OFF,LTB,13,dim_3,contradict,depth2_recent_search,4
RN_COMM_OFF,LTB,13,dim_3,contradict,news,640
RN_COMM_OFF,LTB,13,dim_3,support,depth2_recent_search,4
RN_COMM_OFF,LTB,13,dim_3,support,news,2286
RN_COMM_OFF,LTB,13,dim_4,contradict,depth2_recent_search,22
RN_COMM_OFF,LTB,13,dim_4,contradict,news,1059
RN_COMM_OFF,LTB,13,dim_4,support,depth2_recent_search,55
RN_COMM_OFF,LTB,13,dim_4,support,news,5566
RN_COMM_OFF,LTB,13,dim_5,contradict,depth2_recent_search,4
RN_COMM_OFF,LTB,13,dim_5,contradict,news,313
RN_COMM_OFF,LTB,13,dim_5,support,news,878
RN_COMM_OFF,LTB,13,dim_6,contradict,news,6
RN_COMM_OFF,LTB,13,dim_6,support,news,3
RN_COMM_OFF,LTB,14,dim_1,contradict,depth2_recent_search,73
RN_COMM_OFF,LTB,14,dim_1,contradict,news,769
RN_COMM_OFF,LTB,14,dim_1,support,depth2_recent_search,40
RN_COMM_OFF,LTB,14,dim_1,support,news,416
RN_COMM_OFF,LTB,14,dim_2,contradict,depth2_recent_search,36
RN_COMM_OFF,LTB,14,dim_2,contradict,news,380
RN_COMM_OFF,LTB,14,dim_2,support,depth2_recent_search,84
RN_COMM_OFF,LTB,14,dim_2,support,news,234
RN_COMM_OFF,LTB,14,dim_3,contradict,depth2_recent_search,22
RN_COMM_OFF,LTB,14,dim_3,contradict,news,177
RN_COMM_OFF,LTB,14,dim_3,support,depth2_recent_search,12
RN_COMM_OFF,LTB,14,dim_3,support,news,264
RN_COMM_OFF,LTB,14,dim_4,contradict,depth2_recent_search,23
RN_COMM_OFF,LTB,14,dim_4,contradict,news,448
RN_COMM_OFF,LTB,14,dim_4,support,depth2_recent_search,5
RN_COMM_OFF,LTB,14,dim_4,support,news,369
RN_COMM_OFF,LTB,14,dim_5,contradict,depth2_recent_search,44
RN_COMM_OFF,LTB,14,dim_5,contradict,news,285
RN_COMM_OFF,LTB,14,dim_5,support,depth2_recent_search,93
RN_COMM_OFF,LTB,14,dim_5,support,news,1458
RN_COMM_OFF,LTB,14,dim_6,contradict,depth2_recent_search,1
RN_COMM_OFF,LTB,14,dim_6,contradict,news,7
RN_COMM_OFF,LTB,14,dim_6,support,depth2_recent_search,1
RN_COMM_OFF,LTB,14,dim_6,support,news,2
RN_COMM_OFF,LTB,15,dim_1,support,depth2_recent_search,1
RN_COMM_OFF,LTB,15,dim_1,support,news,100
RN_COMM_OFF,LTB,15,dim_2,support,depth2_recent_search,3
RN_COMM_OFF,LTB,15,dim_2,support,news,99
RN_COMM_OFF,LTB,15,dim_3,support,news,62
RN_COMM_OFF,LTB,15,dim_4,contradict,news,2
RN_COMM_OFF,LTB,15,dim_4,support,news,15
RN_COMM_OFF,LTB,15,dim_5,support,depth2_recent_search,2
RN_COMM_OFF,LTB,15,dim_5,support,news,95
RN_COMM_OFF,STB,0,dim_1,contradict,depth2_recent_search,41
RN_COMM_OFF,STB,0,dim_1,contradict,news,150
RN_COMM_OFF,STB,0,dim_1,support,depth2_recent_search,2
RN_COMM_OFF,STB,0,dim_1,support,news,163
RN_COMM_OFF,STB,0,dim_2,contradict,depth2_recent_search,40
RN_COMM_OFF,STB,0,dim_2,contradict,news,125
RN_COMM_OFF,STB,0,dim_2,support,depth2_recent_search,62
RN_COMM_OFF,STB,0,dim_2,support,news,176
RN_COMM_OFF,STB,0,dim_3,contradict,depth2_recent_search,42
RN_COMM_OFF,STB,0,dim_3,contradict,news,111
RN_COMM_OFF,STB,0,dim_3,support,depth2_recent_search,100
RN_COMM_OFF,STB,0,dim_3,support,news,361
RN_COMM_OFF,STB,0,dim_4,contradict,news,122
RN_COMM_OFF,STB,0,dim_4,support,news,231
RN_COMM_OFF,STB,0,dim_5,contradict,depth2_recent_search,13
RN_COMM_OFF,STB,0,dim_5,contradict,news,64
RN_COMM_OFF,STB,0,dim_5,support,depth2_recent_search,24
RN_COMM_OFF,STB,0,dim_5,support,news,372
RN_COMM_OFF,STB,0,dim_6,contradict,depth2_recent_search,5
RN_COMM_OFF,STB,0,dim_6,contradict,news,13
RN_COMM_OFF,STB,0,dim_6,support,news,1
RN_COMM_OFF,STB,1,dim_1,contradict,depth2_recent_search,2
RN_COMM_OFF,STB,1,dim_1,contradict,news,6
RN_COMM_OFF,STB,1,dim_1,support,depth2_recent_search,56
RN_COMM_OFF,STB,1,dim_1,support,news,1029
RN_COMM_OFF,STB,1,dim_2,contradict,news,28
RN_COMM_OFF,STB,1,dim_2,support,depth2_recent_search,14
RN_COMM_OFF,STB,1,dim_2,support,news,117
RN_COMM_OFF,STB,1,dim_3,contradict,depth2_recent_search,1
RN_COMM_OFF,STB,1,dim_3,contradict,news,22
RN_COMM_OFF,STB,1,dim_3,support,depth2_recent_search,16
RN_COMM_OFF,STB,1,dim_3,support,news,394
RN_COMM_OFF,STB,1,dim_4,contradict,depth2_recent_search,3
RN_COMM_OFF,STB,1,dim_4,contradict,news,25
RN_COMM_OFF,STB,1,dim_4,support,depth2_recent_search,80
RN_COMM_OFF,STB,1,dim_4,support,news,1736
RN_COMM_OFF,STB,1,dim_5,contradict,news,3
RN_COMM_OFF,STB,1,dim_5,support,depth2_recent_search,39
RN_COMM_OFF,STB,1,dim_5,support,news,912
RN_COMM_OFF,STB,1,dim_6,contradict,news,1
RN_COMM_OFF,STB,1,dim_6,support,news,7
RN_COMM_OFF,STB,2,dim_1,contradict,depth2_recent_search,39
RN_COMM_OFF,STB,2,dim_1,contradict,news,329
RN_COMM_OFF,STB,2,dim_1,support,depth2_recent_search,66
RN_COMM_OFF,STB,2,dim_1,support,news,411
RN_COMM_OFF,STB,2,dim_2,contradict,depth2_recent_search,17
RN_COMM_OFF,STB,2,dim_2,contradict,news,53
RN_COMM_OFF,STB,2,dim_2,support,depth2_recent_search,66
RN_COMM_OFF,STB,2,dim_2,support,news,257
RN_COMM_OFF,STB,2,dim_3,contradict,depth2_recent_search,28
RN_COMM_OFF,STB,2,dim_3,contradict,news,142
RN_COMM_OFF,STB,2,dim_3,support,depth2_recent_search,60
RN_COMM_OFF,STB,2,dim_3,support,news,358
RN_COMM_OFF,STB,2,dim_4,contradict,depth2_recent_search,51
RN_COMM_OFF,STB,2,dim_4,contradict,news,102
RN_COMM_OFF,STB,2,dim_4,support,depth2_recent_search,118
RN_COMM_OFF,STB,2,dim_4,support,news,439
RN_COMM_OFF,STB,2,dim_5,contradict,depth2_recent_search,18
RN_COMM_OFF,STB,2,dim_5,contradict,news,65
RN_COMM_OFF,STB,2,dim_5,support,depth2_recent_search,78
RN_COMM_OFF,STB,2,dim_5,support,news,398
RN_COMM_OFF,STB,2,dim_6,contradict,news,4
RN_COMM_OFF,STB,2,dim_6,support,news,2
RN_COMM_OFF,STB,3,dim_1,contradict,news,114
RN_COMM_OFF,STB,3,dim_1,support,depth2_recent_search,19
RN_COMM_OFF,STB,3,dim_1,support,news,620
RN_COMM_OFF,STB,3,dim_2,contradict,news,64
RN_COMM_OFF,STB,3,dim_2,support,depth2_recent_search,48
RN_COMM_OFF,STB,3,dim_2,support,news,483
RN_COMM_OFF,STB,3,dim_3,contradict,depth2_recent_search,1
RN_COMM_OFF,STB,3,dim_3,contradict,news,151
RN_COMM_OFF,STB,3,dim_3,support,depth2_recent_search,11
RN_COMM_OFF,STB,3,dim_3,support,news,308
RN_COMM_OFF,STB,3,dim_4,contradict,depth2_recent_search,1
RN_COMM_OFF,STB,3,dim_4,contradict,news,27
RN_COMM_OFF,STB,3,dim_4,support,depth2_recent_search,2
RN_COMM_OFF,STB,3,dim_4,support,news,431
RN_COMM_OFF,STB,3,dim_5,contradict,news,96
RN_COMM_OFF,STB,3,dim_5,support,depth2_recent_search,24
RN_COMM_OFF,STB,3,dim_5,support,news,898
RN_COMM_OFF,STB,3,dim_6,contradict,news,4
RN_COMM_OFF,STB,4,dim_1,contradict,depth2_recent_search,2
RN_COMM_OFF,STB,4,dim_1,contradict,news,212
RN_COMM_OFF,STB,4,dim_1,support,depth2_recent_search,104
RN_COMM_OFF,STB,4,dim_1,support,news,1499
RN_COMM_OFF,STB,4,dim_2,contradict,depth2_recent_search,2
RN_COMM_OFF,STB,4,dim_2,contradict,news,67
RN_COMM_OFF,STB,4,dim_2,support,depth2_recent_search,53
RN_COMM_OFF,STB,4,dim_2,support,news,525
RN_COMM_OFF,STB,4,dim_3,contradict,news,3
RN_COMM_OFF,STB,4,dim_3,support,depth2_recent_search,7
RN_COMM_OFF,STB,4,dim_3,support,news,75
RN_COMM_OFF,STB,4,dim_4,contradict,depth2_recent_search,8
RN_COMM_OFF,STB,4,dim_4,contradict,news,209
RN_COMM_OFF,STB,4,dim_4,support,depth2_recent_search,139
RN_COMM_OFF,STB,4,dim_4,support,news,1754
RN_COMM_OFF,STB,4,dim_5,contradict,news,52
RN_COMM_OFF,STB,4,dim_5,support,depth2_recent_search,38
RN_COMM_OFF,STB,4,dim_5,support,news,1066
RN_COMM_OFF,STB,4,dim_6,support,news,1
RN_COMM_OFF,STB,5,dim_1,contradict,depth2_recent_search,9
RN_COMM_OFF,STB,5,dim_1,contradict,news,55
RN_COMM_OFF,STB,5,dim_1,support,depth2_recent_search,188
RN_COMM_OFF,STB,5,dim_1,support,news,1719
RN_COMM_OFF,STB,5,dim_2,contradict,depth2_recent_search,1
RN_COMM_OFF,STB,5,dim_2,contradict,news,11
RN_COMM_OFF,STB,5,dim_2,support,depth2_recent_search,336
RN_COMM_OFF,STB,5,dim_2,support,news,1241
RN_COMM_OFF,STB,5,dim_3,contradict,depth2_recent_search,12
RN_COMM_OFF,STB,5,dim_3,contradict,news,112
RN_COMM_OFF,STB,5,dim_3,support,depth2_recent_search,144
RN_COMM_OFF,STB,5,dim_3,support,news,1081
RN_COMM_OFF,STB,5,dim_4,contradict,depth2_recent_search,3
RN_COMM_OFF,STB,5,dim_4,contradict,news,46
RN_COMM_OFF,STB,5,dim_4,support,depth2_recent_search,34
RN_COMM_OFF,STB,5,dim_4,support,news,910
RN_COMM_OFF,STB,5,dim_5,contradict,depth2_recent_search,1
RN_COMM_OFF,STB,5,dim_5,contradict,news,10
RN_COMM_OFF,STB,5,dim_5,support,depth2_recent_search,54
RN_COMM_OFF,STB,5,dim_5,support,news,856
RN_COMM_OFF,STB,5,dim_6,contradict,news,3
RN_COMM_OFF,STB,5,dim_6,support,news,2
RN_COMM_OFF,STB,6,dim_1,contradict,news,98
RN_COMM_OFF,STB,6,dim_1,support,depth2_recent_search,65
RN_COMM_OFF,STB,6,dim_1,support,news,2066
RN_COMM_OFF,STB,6,dim_2,contradict,depth2_recent_search,8
RN_COMM_OFF,STB,6,dim_2,contradict,news,63
RN_COMM_OFF,STB,6,dim_2,support,depth2_recent_search,67
RN_COMM_OFF,STB,6,dim_2,support,news,582
RN_COMM_OFF,STB,6,dim_3,contradict,depth2_recent_search,4
RN_COMM_OFF,STB,6,dim_3,contradict,news,63
RN_COMM_OFF,STB,6,dim_3,support,depth2_recent_search,81
RN_COMM_OFF,STB,6,dim_3,support,news,1305
RN_COMM_OFF,STB,6,dim_4,contradict,depth2_recent_search,2
RN_COMM_OFF,STB,6,dim_4,contradict,news,91
RN_COMM_OFF,STB,6,dim_4,support,depth2_recent_search,13
RN_COMM_OFF,STB,6,dim_4,support,news,596
RN_COMM_OFF,STB,6,dim_5,contradict,news,82
RN_COMM_OFF,STB,6,dim_5,support,depth2_recent_search,145
RN_COMM_OFF,STB,6,dim_5,support,news,5039
RN_COMM_OFF,STB,6,dim_6,contradict,news,4
RN_COMM_OFF,STB,6,dim_6,support,news,7
RN_COMM_OFF,STB,7,dim_1,support,news,16
RN_COMM_OFF,STB,7,dim_2,support,news,8
RN_COMM_OFF,STB,7,dim_3,contradict,news,3
